mileage,engine,max_power,km_driven,transmission,Cluster
17.8,1399.0,67.0,105358,1,1
18.6,1197.0,81.83,70000,1,3
19.81,1086.0,68.05,49200,1,3
17.4,1497.0,117.6,40000,1,3
24.2,1498.0,98.6,40000,1,1
18.49,1493.0,100.0,40000,1,1
18.6,1199.0,79.4,70000,1,3
19.67,1582.0,126.2,110000,1,1
23.95,998.0,67.05,100000,1,3
18.9,1197.0,81.86,10000,2,0
15.04,2755.0,174.5,70000,2,0
13.68,2393.0,147.8,100600,1,2
16.09,1995.0,184.0,50000,2,0
15.1,2179.0,140.0,136000,1,2
17.9,2143.0,136.0,48000,2,0
17.8,1399.0,68.0,110000,1,1
19.01,1461.0,108.45,86000,1,1
19.7,796.0,46.3,141000,1,3
17.0,1497.0,118.0,80000,1,3
16.0,2179.0,140.0,140000,1,2
23.4,1248.0,74.0,65000,1,1
23.4,1248.0,74.0,110000,1,1
17.0,1405.0,70.0,100000,1,1
25.2,1248.0,74.0,80000,1,1
18.9,998.0,67.1,90000,1,3
22.54,1396.0,88.73,35000,1,1
19.7,796.0,46.3,195000,1,3
22.54,1396.0,88.73,60000,1,1
16.1,796.0,37.0,50000,1,3
22.32,1582.0,126.32,100000,1,1
20.4,1248.0,91.7,70000,1,1
25.2,1248.0,74.0,30000,1,1
23.1,998.0,67.04,27000,1,3
21.21,1197.0,81.8,5000,1,3
20.77,1248.0,88.76,110000,1,1
16.8,1497.0,116.3,80000,1,3
16.5,1493.0,70.0,80000,1,1
20.8,1461.0,65.0,110000,1,1
26.59,1248.0,74.0,60000,1,1
20.77,1248.0,88.8,60000,1,1
20.77,1248.0,88.8,64000,1,1
20.45,1461.0,83.8,120000,1,1
20.45,1461.0,83.8,120000,1,1
18.9,1248.0,74.0,140000,1,1
18.9,1248.0,74.0,135000,1,1
18.9,1248.0,74.0,166000,1,1
24.4,1498.0,98.63,60000,1,1
14.84,2143.0,167.62,81500,2,0
15.8,2148.0,170.0,80000,2,0
20.0,1497.0,115.0,15000,1,1
19.3,1248.0,73.9,60000,1,1
16.2,1199.0,74.0,40000,1,3
16.2,1199.0,74.0,40000,1,3
18.9,1061.0,67.0,70000,1,3
19.81,1086.0,68.05,35000,1,3
19.09,1396.0,69.0,50000,1,1
18.5,1194.0,94.93,3177,1,3
18.9,1197.0,81.86,39414,1,3
15.3,1396.0,70.0,30078,1,3
21.1,814.0,55.2,44588,1,3
21.63,998.0,67.04,49907,1,3
21.21,1197.0,81.8,67082,1,3
23.0,1498.0,98.96,112879,1,1
19.4,1198.0,86.8,80000,1,3
18.6,1197.0,81.83,25000,1,3
17.4,1497.0,117.6,10200,1,3
16.5,1493.0,70.0,60000,1,1
23.1,998.0,67.04,20000,1,3
16.0,2179.0,140.0,60000,1,2
23.01,999.0,67.0,30000,1,3
21.1,814.0,55.2,40000,1,3
20.4,1197.0,81.8,60000,1,3
19.7,796.0,46.3,111000,1,3
23.4,1248.0,74.0,70000,1,1
20.92,998.0,67.1,100000,1,3
20.3,998.0,68.05,25000,1,3
15.3,1596.0,99.6,100000,1,3
25.32,1198.0,77.0,35000,1,1
25.4,1186.0,73.97,25000,1,1
16.1,796.0,37.0,58000,1,3
19.4,1194.0,94.93,20000,1,3
22.5,999.0,67.0,1300,1,3
16.1,796.0,37.0,120000,1,3
20.51,998.0,67.04,15000,1,3
25.17,799.0,53.3,25000,1,3
19.01,1461.0,108.5,150000,1,1
23.1,998.0,67.04,10000,1,3
19.67,1582.0,126.2,70000,1,1
22.95,1248.0,74.0,80000,1,1
25.2,1248.0,74.0,50000,1,1
22.32,1582.0,126.32,83000,1,1
23.4,1248.0,74.0,116000,1,1
15.8,1172.0,67.1,60000,1,3
19.3,1248.0,73.9,175802,1,1
12.8,2494.0,102.0,192000,1,2
15.04,1598.0,103.6,73840,1,3
13.6,2523.0,63.0,162000,1,2
23.0,999.0,67.0,20000,2,0
18.9,1197.0,82.0,75000,1,3
12.05,2179.0,120.0,320000,1,2
20.34,1498.0,103.2,120000,1,1
21.66,1498.0,108.6,40000,2,0
19.7,796.0,46.3,20000,1,3
21.1,814.0,55.2,70000,1,3
19.64,1461.0,108.45,30000,1,1
15.1,2179.0,140.0,120000,1,2
23.01,999.0,67.0,25000,1,3
25.17,799.0,53.3,80000,1,3
19.1,1197.0,85.8,67000,1,3
19.81,1086.0,68.05,120000,1,3
24.3,1248.0,88.5,9000,1,1
11.0,2982.0,170.3,60000,2,0
25.1,1498.0,98.6,80000,1,1
12.2,2499.0,80.0,120000,1,2
16.5,1799.0,139.46,24857,2,0
20.3,998.0,68.05,26442,1,3
17.5,1373.0,91.1,35000,1,3
19.7,796.0,46.3,28000,1,3
20.77,1248.0,88.8,80000,1,1
19.7,796.0,46.3,39000,1,3
20.51,998.0,67.0,20000,2,0
21.64,1461.0,84.8,50000,1,1
19.0,1199.0,88.7,40000,2,0
18.9,1197.0,82.0,15000,1,3
22.0,1197.0,81.8,15000,2,0
20.4,1197.0,81.8,30000,1,3
26.0,1498.0,98.6,70000,1,1
16.2,995.0,62.1,80000,1,3
15.96,2523.0,63.0,80000,1,2
12.99,2494.0,100.6,120000,1,2
23.9,1582.0,126.2,80000,1,1
21.21,1197.0,81.8,5000,1,3
18.5,1198.0,86.8,50000,1,3
26.59,1248.0,74.0,65000,1,1
27.39,1248.0,74.0,35000,1,1
27.3,1498.0,98.6,90000,1,1
25.2,1248.0,74.0,100000,1,1
25.17,799.0,53.3,15000,1,3
20.0,1399.0,68.0,147000,1,1
16.0,2179.0,140.0,20000,1,2
23.0,1396.0,90.0,120000,1,1
12.8,2494.0,102.0,250000,1,2
25.83,1498.0,99.0,69000,1,1
28.09,1248.0,88.5,80000,1,1
19.0,1086.0,68.1,97000,1,3
25.17,799.0,53.3,15000,1,3
19.7,796.0,46.3,50800,1,3
17.09,2993.0,261.4,30000,2,0
24.4,1120.0,71.0,40142,1,1
18.6,1197.0,81.83,9400,1,3
25.32,1198.0,77.0,62000,1,1
16.55,2498.0,105.0,12584,1,2
18.6,1197.0,81.86,4300,1,3
21.21,1197.0,81.8,14548,1,3
23.0,1498.0,98.96,44772,1,1
25.47,1248.0,88.5,48500,1,1
18.6,1197.0,81.83,28782,1,3
18.6,1197.0,81.83,28451,1,3
24.3,1248.0,88.5,36500,1,1
26.59,1248.0,74.0,44885,1,1
17.0,1405.0,71.0,110000,1,1
20.5,1582.0,126.2,41000,1,1
24.52,1248.0,88.5,50000,1,1
20.77,1248.0,88.8,66000,1,1
20.77,1248.0,88.76,65000,1,1
22.54,1396.0,88.73,76000,1,1
12.8,2494.0,102.0,95000,1,2
17.0,1497.0,118.0,55000,1,3
19.02,1198.0,67.05,65000,1,3
25.47,1248.0,88.5,76000,1,1
16.02,1373.0,93.7,47000,1,3
23.4,1248.0,74.0,70000,1,1
18.9,1248.0,74.0,56000,1,3
22.9,1248.0,74.0,89000,1,1
13.68,2393.0,147.51,98000,1,2
13.68,2393.0,147.51,90000,1,2
22.9,1248.0,74.0,57000,1,1
26.59,1248.0,74.0,70000,1,1
21.1,814.0,55.2,49200,1,3
13.5,1799.0,130.0,125000,1,1
19.81,1086.0,68.05,60000,1,3
15.37,1196.0,73.0,120000,1,3
19.7,796.0,46.3,110000,1,3
18.9,1061.0,67.0,70000,1,3
18.9,998.0,67.1,168000,1,3
16.0,2179.0,140.0,30000,1,2
24.0,1120.0,70.0,60000,1,1
25.2,1248.0,74.0,131111,1,1
19.2,1461.0,65.0,120000,1,1
19.3,1248.0,73.9,58400,1,1
23.95,998.0,67.1,23400,1,3
23.1,998.0,67.04,50000,1,3
18.9,1248.0,74.0,158107,1,3
15.1,2179.0,140.0,90000,1,2
20.3,1086.0,68.0,3010,2,0
21.12,1248.0,88.8,80000,1,1
17.8,1399.0,68.0,155000,1,1
16.1,796.0,37.0,70000,1,3
18.9,1197.0,81.86,4000,1,3
19.7,796.0,46.3,35000,1,3
17.3,993.0,60.0,121000,1,3
22.77,1498.0,98.59,110000,1,1
17.8,1399.0,68.0,170000,1,1
17.8,1248.0,75.0,175000,1,1
17.8,1399.0,68.0,163000,1,1
14.0,2489.0,95.0,77088,1,2
23.08,1461.0,63.1,110000,1,1
15.96,2523.0,62.1,136511,1,2
16.02,1373.0,93.7,80000,1,3
16.02,1373.0,93.7,60000,1,3
20.85,1197.0,83.14,36000,1,3
18.9,998.0,67.1,65000,1,3
17.05,1995.0,184.0,50000,2,0
26.2,998.0,58.2,60000,1,3
20.3,1248.0,75.0,82500,1,1
23.0,1498.0,98.96,30000,1,1
18.3,1991.0,147.9,100000,1,2
26.59,1248.0,74.0,70000,1,1
20.65,1248.0,88.7,85000,1,1
20.51,998.0,67.04,60000,1,3
22.74,796.0,47.3,20000,1,3
19.01,1461.0,108.45,80000,1,1
13.0,2489.0,95.0,100000,1,2
18.9,1248.0,74.0,75000,1,3
18.9,1248.0,74.0,100000,1,3
24.3,1248.0,88.5,80000,1,1
17.57,1193.0,88.7,35000,1,3
25.44,936.0,57.6,139000,1,1
19.7,796.0,46.3,90000,2,0
18.9,1248.0,74.0,120000,1,3
17.7,1497.0,78.0,100000,1,3
20.54,1598.0,103.6,90000,1,1
13.6,2523.0,63.0,105000,1,2
25.4,1186.0,73.97,40000,1,1
20.14,1197.0,81.86,90000,1,3
22.74,796.0,47.3,36710,1,3
23.65,1248.0,88.5,28180,1,1
17.0,1956.0,138.1,15000,1,2
19.72,1198.0,67.0,4000,1,3
23.2,1248.0,73.94,30000,1,1
18.6,1197.0,85.8,15000,1,3
21.4,1197.0,83.1,20000,1,3
18.9,1197.0,81.86,56000,1,3
17.19,1197.0,81.86,19000,1,3
12.62,2198.0,158.0,30000,2,0
18.6,1197.0,81.83,70000,1,3
19.09,1396.0,69.0,30000,1,1
15.37,1196.0,73.0,15000,1,3
22.74,796.0,47.3,85000,1,3
22.0,1197.0,81.8,50000,2,0
17.19,1197.0,81.86,20000,1,3
20.51,998.0,67.04,25000,1,3
17.0,1198.0,108.5,25000,1,3
19.1,1197.0,85.8,50000,1,3
23.0,1396.0,90.0,150000,1,1
14.53,1794.0,138.1,90000,2,0
17.57,1193.0,88.7,100000,1,3
17.8,1399.0,67.0,180000,1,1
22.74,796.0,47.3,50000,1,3
23.2,1248.0,73.94,80000,1,1
17.3,993.0,60.0,100000,1,3
21.1,814.0,55.2,93000,1,3
15.96,2523.0,63.0,11500,1,2
18.5,1197.0,82.85,120000,1,3
18.9,1248.0,74.0,100000,2,0
14.95,2489.0,93.7,50000,1,2
16.8,1497.0,116.3,120000,1,3
17.8,1399.0,68.0,100000,1,1
16.1,796.0,37.0,57000,1,3
21.1,814.0,55.2,60000,1,3
17.01,1499.0,110.5,44077,2,0
24.7,796.0,47.3,90000,1,3
21.19,1396.0,88.73,50000,1,1
22.77,1498.0,98.59,60000,1,1
19.81,1086.0,68.05,20000,1,3
19.7,796.0,46.3,90000,1,3
25.83,1498.0,99.0,70000,1,1
18.9,1248.0,74.0,80000,1,3
18.2,1248.0,73.74,80000,1,1
22.32,1582.0,126.32,72000,1,1
15.4,1997.0,120.0,50000,1,2
17.5,1298.0,85.8,90000,1,3
18.6,1197.0,81.86,17000,1,3
12.05,2179.0,120.0,70000,1,2
22.07,1199.0,73.9,74000,1,1
19.7,796.0,46.3,60000,1,3
22.74,796.0,47.3,15000,1,3
25.5,1498.0,98.6,72000,1,1
16.84,1193.0,64.4,25000,1,3
19.7,796.0,46.3,114000,1,3
13.0,1493.0,100.0,120000,1,3
18.7,1896.0,66.0,250000,1,1
17.0,1405.0,71.0,55768,1,1
18.9,1197.0,81.86,40000,2,0
21.79,998.0,67.05,70000,1,3
20.3,1199.0,84.0,50000,1,3
23.95,998.0,67.05,20000,1,3
23.4,1248.0,74.0,70000,1,1
18.9,1197.0,82.0,60000,1,3
17.0,1405.0,71.0,120000,1,1
21.1,1248.0,73.9,110000,1,1
23.84,1199.0,84.0,60000,1,3
16.5,995.0,63.0,30000,1,3
21.13,1498.0,108.6,35000,1,1
16.1,796.0,37.0,50000,1,3
19.01,1461.0,108.45,100000,1,1
15.1,2179.0,140.0,80000,1,2
20.14,1498.0,88.5,84000,1,1
25.01,1498.0,89.75,60000,1,1
17.3,993.0,60.0,50000,1,3
20.36,1197.0,78.9,60000,1,3
16.0,2179.0,140.0,100000,1,2
15.96,2523.0,62.1,70000,1,2
15.96,2523.0,62.1,82500,1,2
15.96,2523.0,62.1,76000,1,2
18.0,1248.0,75.0,87000,1,1
14.0,2498.0,112.0,120000,1,2
17.57,1193.0,88.7,70000,1,3
23.4,1248.0,74.0,90000,1,1
21.12,1248.0,88.8,188000,1,1
18.2,1248.0,73.8,120000,1,1
17.4,1497.0,117.3,80000,1,3
20.36,1197.0,78.9,123278,1,3
26.0,1498.0,98.6,100000,1,1
21.19,1396.0,88.73,90000,1,1
20.0,1399.0,68.0,110000,1,1
20.0,1399.0,68.1,110000,1,1
20.65,1248.0,88.7,70000,1,1
15.1,2179.0,140.0,65000,1,2
16.36,2179.0,187.7,70000,2,0
11.57,2179.0,138.1,90000,1,2
22.74,796.0,47.3,50000,1,3
21.1,814.0,55.2,33000,1,3
22.74,796.0,47.3,26500,1,3
17.92,1086.0,62.1,60000,1,3
23.4,1248.0,74.0,70000,1,1
20.63,1198.0,67.06,80000,1,3
22.54,1396.0,88.73,60000,1,1
19.5,1199.0,75.0,100000,1,1
20.54,1598.0,103.6,80000,1,1
18.9,1197.0,82.0,35000,1,3
10.91,3198.0,197.0,35000,2,0
18.9,1197.0,81.86,10000,1,3
18.0,1248.0,75.0,80000,1,1
21.1,814.0,55.2,50000,1,3
17.3,1061.0,64.0,90000,1,3
24.7,796.0,47.3,80000,1,3
23.01,999.0,67.0,25000,1,3
20.92,998.0,67.1,70000,1,3
17.4,1197.0,81.86,80000,2,0
20.14,1498.0,88.7,50000,1,1
26.0,1498.0,98.6,70000,1,1
20.63,1198.0,67.0,60000,1,3
17.0,1591.0,121.3,15000,1,3
23.59,1364.0,67.1,90000,1,1
17.0,1198.0,108.5,28000,1,3
17.4,1197.0,81.86,20000,2,0
24.0,1120.0,70.0,60000,1,1
22.74,796.0,47.3,22000,1,3
11.57,2179.0,138.1,70000,1,2
22.1,1248.0,76.9,80000,1,1
26.6,998.0,58.16,35000,1,3
21.5,1497.0,108.5,60000,1,1
23.84,1199.0,84.0,20000,1,3
23.2,1248.0,73.94,142000,1,1
26.59,1248.0,74.0,72000,1,1
23.0,1498.0,98.96,90000,1,1
20.0,1399.0,68.0,80000,1,1
23.0,1396.0,90.0,125000,1,1
20.73,1373.0,91.1,33000,1,3
19.67,1582.0,126.2,50000,1,1
12.05,2179.0,120.0,120000,1,2
25.4,1186.0,73.97,35000,1,1
27.4,1498.0,98.63,43000,1,1
19.7,796.0,46.3,60000,1,3
12.05,2179.0,120.0,148000,1,2
22.32,1582.0,126.32,70000,1,1
16.95,1498.0,97.7,96000,1,3
23.2,1248.0,73.94,70000,1,1
20.89,1197.0,81.8,18484,1,3
13.93,2179.0,138.03,70000,1,2
19.7,796.0,46.3,25000,1,3
22.07,1199.0,73.9,120000,1,1
20.85,1197.0,83.14,55000,1,3
17.0,1497.0,121.31,10000,1,3
25.32,1198.0,77.0,60000,1,1
28.4,1248.0,74.02,30000,1,1
17.92,1086.0,62.1,65000,1,3
18.9,1248.0,74.0,27000,1,3
21.9,1396.0,88.76,50000,1,1
24.0,1199.0,83.81,2560,2,0
19.7,796.0,46.3,60000,1,3
20.51,998.0,67.04,80000,1,3
16.1,796.0,37.0,50000,1,3
18.2,1248.0,73.8,120000,1,1
16.8,1497.0,116.3,120000,1,3
21.1,814.0,55.2,47000,1,3
17.6,2179.0,153.86,45000,1,2
12.8,2494.0,102.0,90000,1,2
21.27,1396.0,88.76,110000,1,1
15.4,1997.0,120.0,95000,1,2
22.32,1582.0,126.3,103655,1,1
17.4,1197.0,81.86,25000,2,0
19.01,1461.0,108.45,80000,1,1
25.4,624.0,37.5,50000,1,3
16.0,2179.0,140.0,56975,1,2
0.0,1086.0,62.0,110000,1,3
19.7,796.0,46.3,80000,1,3
18.9,1248.0,74.0,74770,1,3
17.8,1399.0,68.0,187000,1,1
18.6,1388.0,67.0,69000,1,1
22.77,1498.0,98.59,206000,1,1
22.77,1498.0,98.59,27000,1,1
22.7,1498.0,89.84,132000,1,1
26.1,1498.0,99.23,75000,1,1
18.5,1194.0,94.93,18000,1,3
21.0,1461.0,64.1,218000,1,1
22.54,1396.0,88.73,10000,1,1
17.8,1248.0,75.0,80000,1,1
21.0,1461.0,64.1,215000,1,1
17.8,1399.0,67.0,137000,1,1
20.54,1598.0,103.6,65000,1,1
17.7,1497.0,78.0,120000,1,3
23.1,998.0,67.04,10000,2,0
20.62,1198.0,67.0,20000,1,3
18.6,1388.0,67.0,93500,1,1
28.4,1248.0,74.02,70000,1,1
17.92,1086.0,62.1,56000,1,3
21.9,1396.0,88.76,80000,1,1
15.1,2179.0,140.0,100000,1,2
11.0,2993.0,235.0,60000,2,0
18.9,1248.0,74.0,70000,2,0
21.14,1498.0,103.52,65000,1,1
15.4,2179.0,120.0,70000,1,2
18.2,1248.0,73.8,60000,1,1
28.09,1248.0,88.5,82000,1,1
13.7,2179.0,138.1,80000,1,2
18.15,1198.0,82.0,5000,1,3
19.01,1461.0,108.45,133000,1,1
17.5,1199.0,88.7,25000,1,3
17.57,1193.0,88.7,15000,1,3
21.38,1396.0,88.7,40000,1,1
17.0,1198.0,73.75,35000,1,3
15.96,2523.0,62.1,70000,1,2
10.5,2609.0,120.0,152000,1,2
16.1,796.0,37.0,100000,1,3
22.32,1582.0,126.3,80000,1,1
17.2,1396.0,53.5,100000,1,1
25.17,799.0,53.3,50000,1,3
17.19,1197.0,81.86,40000,1,3
23.01,999.0,67.0,60000,1,3
27.3,1498.0,98.6,60000,1,1
22.9,1248.0,74.0,90000,1,1
23.4,1248.0,74.0,90000,1,1
20.92,998.0,67.1,60000,1,3
23.4,1248.0,74.0,80000,1,1
12.05,2179.0,120.0,120000,1,2
23.84,1199.0,84.0,40000,1,3
15.1,2179.0,140.0,91000,1,2
17.8,1086.0,63.0,80000,1,3
16.1,796.0,37.0,73257,1,3
0.0,2523.0,70.0,80000,1,2
23.84,1199.0,83.83,15000,1,3
18.1,1493.0,110.0,110000,1,1
21.13,1498.0,108.6,40000,1,1
21.64,1461.0,84.8,212000,1,1
28.4,1248.0,74.02,30000,1,1
20.3,1086.0,68.0,30000,1,3
18.6,1197.0,81.83,30000,1,3
23.84,1199.0,84.0,15000,1,3
13.68,2393.0,147.51,1000,2,0
16.1,796.0,37.0,26320,1,3
23.0,1396.0,90.0,135000,1,1
13.5,1799.0,130.0,100000,1,1
15.37,1196.0,73.0,120000,1,3
14.0,2498.0,112.0,230000,1,2
23.01,999.0,67.0,60000,1,3
16.07,1995.0,181.0,80000,2,0
19.3,1248.0,73.9,190000,1,1
15.37,1196.0,73.0,120000,1,3
12.99,2494.0,100.6,217000,1,2
18.9,1248.0,74.0,90000,1,1
23.1,998.0,67.04,29000,1,3
18.9,1248.0,74.0,120000,1,3
18.9,1061.0,67.0,120000,1,3
16.0,2179.0,140.0,90000,1,2
23.1,998.0,67.04,30000,2,0
18.9,1197.0,82.0,56000,1,3
12.99,2494.0,100.6,90000,1,2
18.49,1493.0,100.0,120000,1,1
25.2,1248.0,74.0,60000,1,1
19.3,1248.0,73.9,147000,1,1
18.9,998.0,67.1,35000,1,3
18.6,1197.0,81.83,19500,1,3
17.19,1197.0,81.86,38426,1,3
20.4,1197.0,83.11,35000,1,3
20.51,998.0,67.04,35000,1,3
19.7,796.0,46.3,50000,1,3
25.44,936.0,57.6,120000,1,1
19.4,1405.0,70.0,120000,1,1
20.0,1399.0,68.0,112000,1,1
14.0,2523.0,75.0,70000,1,2
20.5,1598.0,103.5,145000,1,1
17.0,1405.0,70.0,135000,1,1
12.99,2494.0,100.57,500000,1,2
19.61,1405.0,70.0,146000,1,1
18.9,1197.0,81.86,10000,1,3
20.14,1498.0,88.5,50000,1,1
20.14,1197.0,81.86,25000,1,3
23.01,999.0,67.0,20000,1,3
13.5,1799.0,130.0,70000,1,1
25.0,1396.0,69.01,50000,1,1
15.17,1968.0,181.0,25000,2,0
23.0,1396.0,90.0,100000,1,1
17.0,1198.0,108.5,20000,1,3
23.0,1396.0,90.0,155000,1,1
20.0,1399.0,68.0,70000,1,1
21.5,1248.0,88.8,25000,1,1
16.1,796.0,37.0,120000,1,3
18.2,1248.0,73.8,90000,1,1
15.1,2179.0,140.0,110000,1,2
13.49,2179.0,138.03,110000,1,2
22.9,1248.0,74.0,100000,1,1
15.0,1368.0,90.0,116700,1,3
22.95,1248.0,74.0,25000,1,1
13.0,2489.0,95.0,200000,1,2
17.8,1248.0,75.0,176062,1,1
12.8,2494.0,102.0,250000,1,2
18.9,1248.0,74.0,70000,1,3
25.8,1498.0,98.6,82000,1,1
19.81,1086.0,68.05,80000,1,3
18.2,1248.0,73.74,40000,1,1
17.1,1956.0,170.0,14000,1,2
19.72,1461.0,108.45,129000,1,1
20.5,1248.0,91.7,60000,1,1
21.73,1498.0,108.62,82000,2,0
12.7,2179.0,187.7,77500,2,0
18.2,1248.0,73.74,50000,1,1
16.1,796.0,37.0,40000,1,3
20.52,1197.0,81.8,39500,1,3
22.54,1396.0,88.76,40000,1,1
22.9,1248.0,74.0,56000,1,1
18.9,1248.0,74.0,110000,1,1
22.54,1396.0,88.73,54000,1,1
20.51,998.0,67.04,20000,1,3
25.0,1396.0,69.0,55896,1,1
25.8,1498.0,98.6,35000,1,1
19.4,1198.0,86.8,97000,1,3
22.74,796.0,47.3,120000,1,3
21.1,814.0,55.2,50000,1,3
26.0,624.0,35.0,30400,1,3
21.64,1461.0,84.8,110000,1,1
14.84,2143.0,170.0,120000,2,0
19.7,796.0,46.3,100000,1,3
17.8,1248.0,75.0,120000,1,1
20.54,1598.0,103.6,130000,1,1
20.92,998.0,67.1,76000,1,3
19.33,1968.0,138.1,110000,1,2
12.05,2179.0,120.0,96000,1,2
28.4,1248.0,74.0,90000,2,0
20.0,1399.0,68.1,25000,1,1
19.3,1248.0,73.9,90000,1,1
19.3,1248.0,73.9,164000,1,1
18.0,1198.0,86.7,120000,1,3
19.0,998.0,66.1,66000,1,3
13.93,2179.0,138.0,250000,1,2
22.32,1582.0,126.3,157000,1,1
22.32,1582.0,126.3,157000,1,1
12.7,2609.0,116.6,100000,1,2
19.44,1198.0,67.0,70000,1,3
21.12,1248.0,88.8,30000,1,1
16.5,1493.0,70.0,40000,1,1
22.74,796.0,47.3,30000,1,3
22.9,1248.0,74.0,70000,1,1
18.0,995.0,62.0,60000,1,3
28.09,1248.0,88.5,60000,1,1
16.8,1497.0,116.3,80000,1,3
28.09,1248.0,88.5,70000,1,1
20.86,1199.0,75.0,150000,1,1
18.2,1061.0,64.0,150000,1,3
14.2,1597.0,92.0,25000,1,3
21.72,1498.0,108.6,35000,2,0
25.4,1186.0,73.97,48000,1,1
22.07,1199.0,73.9,200000,1,1
18.9,1248.0,74.0,90000,1,3
26.59,1248.0,74.0,135000,1,1
18.2,1248.0,73.74,110000,1,1
22.32,1582.0,126.32,146000,1,1
24.7,796.0,47.3,44000,1,3
20.36,1197.0,78.9,70000,1,3
16.8,1405.0,62.0,271000,1,1
19.7,796.0,46.3,120000,1,3
15.96,2523.0,62.1,60000,1,2
20.73,1373.0,91.1,40000,1,3
21.1,814.0,55.2,25000,1,3
18.9,1197.0,81.86,15000,1,3
24.7,796.0,47.3,27000,1,3
27.39,1248.0,74.0,35000,1,1
19.0,998.0,66.1,40000,1,3
22.74,796.0,47.3,40000,1,3
15.4,2179.0,120.0,75262,1,2
23.03,1396.0,69.0,120000,1,1
20.3,998.0,68.05,60000,1,3
21.1,814.0,55.2,40000,1,3
19.7,796.0,46.3,80000,1,3
23.57,1396.0,70.0,70000,1,1
22.32,1582.0,126.32,100000,1,1
15.1,2179.0,140.0,18000,1,2
19.09,1396.0,69.0,175000,1,1
20.36,1197.0,78.9,70000,1,3
15.96,2523.0,62.1,91863,1,2
15.2,1193.0,65.0,100000,1,3
25.17,799.0,53.3,10000,1,3
24.52,1248.0,88.5,35000,1,1
20.0,1399.0,68.1,120000,1,1
18.9,1197.0,82.0,30000,1,3
25.17,799.0,53.3,60000,1,3
23.95,998.0,67.05,70000,1,3
20.36,1197.0,78.9,70000,1,3
21.38,1396.0,88.7,130000,1,1
21.38,1396.0,88.7,133000,1,1
20.54,1598.0,103.6,120000,1,1
19.44,999.0,75.0,20000,1,3
15.6,1196.0,70.0,25000,1,3
25.4,624.0,37.48,90000,1,3
19.0,998.0,66.1,140000,1,3
25.6,1498.0,97.9,103000,1,1
13.68,2393.0,147.8,23000,1,2
26.0,1498.0,98.6,128000,1,1
20.14,1498.0,88.8,33000,1,1
19.7,796.0,46.3,70000,1,3
0.0,1086.0,62.0,40000,1,3
12.85,1396.0,99.6,40000,1,3
17.0,1405.0,71.0,80000,1,1
26.21,1248.0,88.5,70000,1,1
12.99,2494.0,100.6,100000,1,2
14.0,2498.0,112.0,90000,1,2
20.0,1399.0,68.0,112000,1,1
15.5,1799.0,132.0,50000,1,1
24.4,1120.0,71.0,62000,1,1
20.77,1248.0,88.76,90000,1,1
12.99,2494.0,100.0,80000,1,2
19.67,1582.0,126.2,47552,1,1
24.3,1248.0,88.5,40000,1,1
15.6,1196.0,70.0,15000,1,3
23.0,1498.0,98.96,20000,1,1
17.19,1197.0,81.86,52000,1,3
18.6,1197.0,81.83,70000,1,3
15.96,2523.0,63.0,110000,1,2
14.0,2179.0,138.1,77500,1,2
25.2,1248.0,74.0,100000,1,1
25.17,799.0,53.3,14700,1,3
16.8,796.0,34.2,40000,1,3
18.15,1198.0,82.0,32000,1,3
19.7,796.0,46.3,70000,1,3
17.5,1298.0,85.8,80000,1,3
12.99,2494.0,100.6,80000,1,2
28.4,1248.0,74.02,25000,1,1
26.59,1248.0,74.0,50000,1,1
13.58,2499.0,72.4,120000,1,2
13.6,2523.0,63.0,170000,1,2
18.15,1198.0,82.0,19700,1,3
13.45,1086.0,62.1,70000,1,3
25.83,1498.0,99.0,50000,1,1
18.9,998.0,67.1,90000,1,3
18.9,1248.0,74.0,60000,1,3
20.0,1399.0,68.05,140000,1,1
12.7,2609.0,116.6,120000,1,2
20.3,1199.0,84.0,40000,1,3
22.74,796.0,47.3,70000,1,3
22.5,999.0,67.0,7000,1,3
12.8,2494.0,102.0,90000,1,2
18.49,1493.0,100.0,110000,2,0
23.95,998.0,67.05,15000,1,3
22.05,796.0,47.3,5000,1,3
25.17,799.0,53.3,5000,1,3
22.74,796.0,47.3,70000,1,3
19.44,1198.0,67.0,60000,1,3
19.7,796.0,46.3,120000,1,3
22.5,999.0,67.0,7000,1,3
12.05,2179.0,120.0,120000,1,2
12.05,2179.0,120.0,145241,1,2
12.7,2609.0,116.6,110000,1,2
25.17,799.0,53.3,30000,1,3
15.4,2179.0,120.0,80000,1,2
23.4,1248.0,74.0,100000,1,1
23.59,1364.0,67.04,80000,1,1
11.36,2755.0,171.5,40000,2,0
24.3,1248.0,88.5,50000,1,1
14.0,2179.0,138.1,95500,1,2
16.0,1368.0,160.0,10000,1,3
23.95,998.0,67.05,53473,1,3
15.96,2523.0,63.0,100000,1,2
16.0,2179.0,140.0,25000,1,2
17.92,1086.0,62.1,80000,1,3
24.4,1120.0,71.0,120000,1,1
23.95,998.0,67.05,40000,1,3
22.32,1582.0,126.32,70000,1,1
25.44,936.0,57.6,90000,1,1
18.2,1199.0,82.5,51000,1,3
18.9,1248.0,74.0,87000,1,1
13.2,1495.0,94.0,87000,1,3
18.9,1248.0,74.0,120000,1,1
19.01,1461.0,108.45,90000,1,1
16.78,1496.0,88.73,110000,1,3
